Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
5,3,08-07-2015,4990,639,1,0,0,0
6,3,08-07-2015,4072,513,1,0,0,0
7,3,08-07-2015,9204,963,1,0,0,0
8,3,08-07-2015,5322,639,1,0,0,0
9,3,08-07-2015,5621,508,1,0,0,1
10,3,08-07-2015,4865,518,1,0,0,0
11,3,08-07-2015,6907,1081,1,0,0,0
12,3,08-07-2015,6350,830,1,0,0,0
13,3,08-07-2015,3709,298,1,0,0,0
14,3,08-07-2015,4720,574,1,0,0,1
15,3,08-07-2015,5466,580,1,0,0,0
16,3,08-07-2015,8224,913,1,0,0,0
17,3,08-07-2015,5876,753,1,0,0,0
18,3,08-07-2015,6676,720,1,0,0,0
19,3,08-07-2015,5350,512,1,0,0,1
20,3,08-07-2015,7708,843,1,0,0,0
21,3,08-07-2015,3950,383,1,0,0,0
22,3,08-07-2015,4194,470,1,0,0,0
23,3,08-07-2015,4294,410,1,0,0,0
24,3,08-07-2015,8909,748,1,0,0,1
25,3,08-07-2015,9246,1325,1,0,0,1
1,2,07-07-2015,3650,485,1,0,0,0
2,2,07-07-2015,4313,531,1,0,0,0
3,2,07-07-2015,6180,657,1,0,0,1
4,2,07-07-2015,8127,1103,1,0,0,0
5,2,07-07-2015,4036,507,1,0,0,0
6,2,07-07-2015,4021,501,1,0,0,0
7,2,07-07-2015,9207,1069,1,0,0,0
8,2,07-07-2015,5365,679,1,0,0,0
9,2,07-07-2015,6940,588,1,0,0,1
10,2,07-07-2015,5476,597,1,0,0,0
11,2,07-07-2015,6620,1105,1,0,0,0
12,2,07-07-2015,5808,829,1,0,0,0
13,2,07-07-2015,3129,262,1,0,0,0
14,2,07-07-2015,4955,606,1,0,0,1
15,2,07-07-2015,5555,588,1,0,0,0
16,2,07-07-2015,6992,835,1,0,0,0
17,2,07-07-2015,5184,748,1,0,0,0
18,2,07-07-2015,5627,598,1,0,0,0
19,2,07-07-2015,5873,597,1,0,0,1
20,2,07-07-2015,7632,897,1,0,0,0
21,2,07-07-2015,4037,367,1,0,0,0
22,2,07-07-2015,3757,429,1,0,0,0
23,2,07-07-2015,3914,391,1,0,0,0
24,2,07-07-2015,7651,694,1,0,0,1
25,2,07-07-2015,8802,1252,1,0,0,1
1,1,06-07-2015,4359,540,1,0,0,0
2,1,06-07-2015,4132,523,1,0,0,0
3,1,06-07-2015,6736,734,1,0,0,1
4,1,06-07-2015,9967,1373,1,0,0,0
5,1,06-07-2015,4328,543,1,0,0,0
6,1,06-07-2015,4508,562,1,0,0,0
7,1,06-07-2015,10790,1210,1,0,0,0
8,1,06-07-2015,6740,805,1,0,0,0
9,1,06-07-2015,7758,656,1,0,0,1
10,1,06-07-2015,6143,648,1,0,0,0
11,1,06-07-2015,7135,1155,1,0,0,0
12,1,06-07-2015,6226,844,1,0,0,0
13,1,06-07-2015,3055,271,1,0,0,0
14,1,06-07-2015,5706,656,1,0,0,1
15,1,06-07-2015,5431,651,1,0,0,0
16,1,06-07-2015,8059,928,1,0,0,0
17,1,06-07-2015,5446,766,1,0,0,0
18,1,06-07-2015,6614,711,1,0,0,0
19,1,06-07-2015,6542,637,1,0,0,1
20,1,06-07-2015,9124,972,1,0,0,0
21,1,06-07-2015,4271,406,1,0,0,0
22,1,06-07-2015,3681,448,1,0,0,0
23,1,06-07-2015,5393,480,1,0,0,0
24,1,06-07-2015,9427,817,1,0,0,1
25,1,06-07-2015,12496,1632,1,0,0,1
1,7,05-07-2015,0,0,0,0,0,0
2,7,05-07-2015,0,0,0,0,0,0
3,7,05-07-2015,0,0,0,0,0,0
4,7,05-07-2015,0,0,0,0,0,0
5,7,05-07-2015,0,0,0,0,0,0
6,7,05-07-2015,0,0,0,0,0,0
7,7,05-07-2015,0,0,0,0,0,0
8,7,05-07-2015,0,0,0,0,0,0
9,7,05-07-2015,0,0,0,0,0,0
10,7,05-07-2015,0,0,0,0,0,0
11,7,05-07-2015,0,0,0,0,0,0
12,7,05-07-2015,0,0,0,0,0,0
13,7,05-07-2015,0,0,0,0,0,0
14,7,05-07-2015,0,0,0,0,0,0
15,7,05-07-2015,0,0,0,0,0,0
16,7,05-07-2015,0,0,0,0,0,0
17,7,05-07-2015,0,0,0,0,0,0
18,7,05-07-2015,0,0,0,0,0,0
19,7,05-07-2015,0,0,0,0,0,0
20,7,05-07-2015,0,0,0,0,0,0
21,7,05-07-2015,0,0,0,0,0,0
22,7,05-07-2015,0,0,0,0,0,0
23,7,05-07-2015,0,0,0,0,0,0
24,7,05-07-2015,0,0,0,0,0,0
25,7,05-07-2015,0,0,0,0,0,0
1,6,04-07-2015,4797,560,1,0,0,0
2,6,04-07-2015,4475,1147,1,0,0,0
3,6,04-07-2015,4482,456,1,0,0,0
4,6,04-07-2015,9358,1257,1,0,0,0
5,6,04-07-2015,2240,225,1,0,0,0
6,6,04-07-2015,2979,315,1,0,0,0
7,6,04-07-2015,6559,723,1,0,0,0
8,6,04-07-2015,3418,428,1,0,0,0
9,6,04-07-2015,6223,538,1,0,0,0
10,6,04-07-2015,5120,521,1,0,0,0
11,6,04-07-2015,5372,812,1,0,0,0
12,6,04-07-2015,5119,659,1,0,0,0
13,6,04-07-2015,3906,302,1,0,0,0
14,6,04-07-2015,3649,408,1,0,0,0
15,6,04-07-2015,5388,588,1,0,0,0
16,6,04-07-2015,5054,539,1,0,0,0
17,6,04-07-2015,2592,320,1,0,0,0
18,6,04-07-2015,5001,527,1,0,0,0
19,6,04-07-2015,4013,371,1,0,0,0
20,6,04-07-2015,5383,502,1,0,0,0
21,6,04-07-2015,4734,452,1,0,0,0
22,6,04-07-2015,3188,340,1,0,0,0
23,6,04-07-2015,3810,357,1,0,0,0
24,6,04-07-2015,6454,564,1,0,0,0
25,6,04-07-2015,8243,1107,1,0,0,0
1,5,03-07-2015,4665,538,1,1,0,0
2,5,03-07-2015,4838,1029,1,1,0,0
3,5,03-07-2015,8149,742,1,1,0,1
4,5,03-07-2015,11543,1395,1,1,0,0
5,5,03-07-2015,4475,527,1,1,0,0
6,5,03-07-2015,4594,535,1,1,0,0
7,5,03-07-2015,11976,1182,1,1,0,0
8,5,03-07-2015,6535,764,1,1,0,0
9,5,03-07-2015,8363,669,1,1,0,1
10,5,03-07-2015,5915,628,1,1,0,0
11,5,03-07-2015,7689,1134,1,1,0,0
12,5,03-07-2015,7311,845,1,1,0,0
13,5,03-07-2015,8948,441,1,1,0,0
14,5,03-07-2015,6252,656,1,1,0,1
15,5,03-07-2015,7554,702,1,1,0,0
16,5,03-07-2015,9453,967,1,1,0,0
17,5,03-07-2015,5948,737,1,1,0,0
18,5,03-07-2015,7810,784,1,1,0,0
19,5,03-07-2015,7619,658,1,1,0,1
20,5,03-07-2015,7548,817,1,1,0,0
21,5,03-07-2015,6743,590,1,1,0,0
22,5,03-07-2015,5673,578,1,1,0,0
23,5,03-07-2015,6202,509,1,1,0,0
24,5,03-07-2015,10896,860,1,1,0,1
25,5,03-07-2015,10709,1471,1,1,0,1
1,4,02-07-2015,5558,573,1,1,0,0
2,4,02-07-2015,6189,921,1,1,0,0
3,4,02-07-2015,7450,701,1,1,0,1
4,4,02-07-2015,10323,1333,1,1,0,0
5,4,02-07-2015,6035,613,1,1,0,0
6,4,02-07-2015,5335,594,1,1,0,0
7,4,02-07-2015,10996,1102,1,1,0,0
8,4,02-07-2015,8658,981,1,1,0,0
9,4,02-07-2015,8395,668,1,1,0,1
10,4,02-07-2015,6317,641,1,1,0,0
11,4,02-07-2015,7961,1201,1,1,0,0
12,4,02-07-2015,7886,906,1,1,0,0
13,4,02-07-2015,5652,388,1,1,0,0
14,4,02-07-2015,6153,621,1,1,0,1
15,4,02-07-2015,7242,678,1,1,0,0
16,4,02-07-2015,8407,872,1,1,0,0
17,4,02-07-2015,6084,770,1,1,0,0
18,4,02-07-2015,7971,761,1,1,0,0
19,4,02-07-2015,7493,647,1,1,0,1
20,4,02-07-2015,9741,1036,1,1,0,0
21,4,02-07-2015,5959,477,1,1,0,0
22,4,02-07-2015,5134,527,1,1,0,0
23,4,02-07-2015,6242,525,1,1,0,0
24,4,02-07-2015,8731,710,1,1,0,1
25,4,02-07-2015,12263,1552,1,1,0,1
1,3,01-07-2015,5223,562,1,1,0,0
2,3,01-07-2015,6431,786,1,1,0,0
3,3,01-07-2015,8311,772,1,1,0,1
4,3,01-07-2015,11216,1359,1,1,0,0
5,3,01-07-2015,6253,717,1,1,0,0
6,3,01-07-2015,5804,593,1,1,0,0
7,3,01-07-2015,11024,1020,1,1,0,0
8,3,01-07-2015,8523,895,1,1,0,0
9,3,01-07-2015,8490,675,1,1,0,1
10,3,01-07-2015,7896,684,1,1,0,0
11,3,01-07-2015,9599,1311,1,1,0,0
12,3,01-07-2015,7765,925,1,1,0,0
13,3,01-07-2015,6796,369,1,1,0,0
14,3,01-07-2015,5881,630,1,1,0,1
15,3,01-07-2015,6043,622,1,1,0,0
16,3,01-07-2015,10529,989,1,1,0,0
17,3,01-07-2015,6779,817,1,1,0,0
18,3,01-07-2015,7215,732,1,1,0,0
19,3,01-07-2015,8679,728,1,1,0,1
20,3,01-07-2015,8977,933,1,1,0,0
21,3,01-07-2015,5169,453,1,1,0,0
22,3,01-07-2015,5181,515,1,1,0,0
23,3,01-07-2015,7580,547,1,1,0,0
24,3,01-07-2015,10589,866,1,1,0,1
25,3,01-07-2015,12712,1583,1,1,0,1
1,2,30-06-2015,5735,568,1,1,0,0
2,2,30-06-2015,9863,877,1,1,0,0
3,2,30-06-2015,13261,1072,1,1,0,1
4,2,30-06-2015,13106,1488,1,1,0,0
5,2,30-06-2015,6635,645,1,1,0,0
6,2,30-06-2015,7427,709,1,1,0,0
7,2,30-06-2015,14838,1325,1,1,0,0
8,2,30-06-2015,9836,968,1,1,0,0
9,2,30-06-2015,10447,796,1,1,0,1
10,2,30-06-2015,8565,740,1,1,0,0
11,2,30-06-2015,11706,1357,1,1,0,0
12,2,30-06-2015,13704,1285,1,1,0,0
13,2,30-06-2015,6110,404,1,1,0,0
14,2,30-06-2015,10175,910,1,1,0,1
15,2,30-06-2015,11332,866,1,1,0,0
16,2,30-06-2015,11120,1056,1,1,0,0
17,2,30-06-2015,11774,1230,1,1,0,0
18,2,30-06-2015,10838,960,1,1,0,0
19,2,30-06-2015,9628,796,1,1,0,1
20,2,30-06-2015,11417,1053,1,1,0,0
21,2,30-06-2015,9921,646,1,1,0,0
22,2,30-06-2015,8050,665,1,1,0,0
23,2,30-06-2015,7929,555,1,1,0,0
24,2,30-06-2015,18220,1236,1,1,0,1
25,2,30-06-2015,16572,1880,1,1,0,1
1,1,29-06-2015,5197,541,1,1,0,0
2,1,29-06-2015,7961,734,1,1,0,0
3,1,29-06-2015,10243,817,1,1,0,1
4,1,29-06-2015,11692,1361,1,1,0,0
5,1,29-06-2015,7623,668,1,1,0,0
6,1,29-06-2015,6995,712,1,1,0,0
7,1,29-06-2015,13689,1194,1,1,0,0
8,1,29-06-2015,10444,945,1,1,0,0
9,1,29-06-2015,13457,882,1,1,0,1
10,1,29-06-2015,8057,738,1,1,0,0
11,1,29-06-2015,11296,1318,1,1,0,0
12,1,29-06-2015,13738,1221,1,1,0,0
13,1,29-06-2015,6741,441,1,1,0,0
14,1,29-06-2015,8671,839,1,1,0,1
15,1,29-06-2015,11290,915,1,1,0,0
16,1,29-06-2015,12614,1091,1,1,0,0
17,1,29-06-2015,10474,1022,1,1,0,0
18,1,29-06-2015,11224,991,1,1,0,0
19,1,29-06-2015,11782,883,1,1,0,1
20,1,29-06-2015,12156,1136,1,1,0,0
21,1,29-06-2015,10608,696,1,1,0,0
22,1,29-06-2015,8339,672,1,1,0,0
23,1,29-06-2015,9522,637,1,1,0,0
24,1,29-06-2015,16618,1115,1,1,0,1
25,1,29-06-2015,14621,1781,1,1,0,1
1,7,28-06-2015,0,0,0,0,0,0
2,7,28-06-2015,0,0,0,0,0,0
3,7,28-06-2015,0,0,0,0,0,0
4,7,28-06-2015,0,0,0,0,0,0
5,7,28-06-2015,0,0,0,0,0,0
6,7,28-06-2015,0,0,0,0,0,0
7,7,28-06-2015,0,0,0,0,0,0
8,7,28-06-2015,0,0,0,0,0,0
9,7,28-06-2015,0,0,0,0,0,0
10,7,28-06-2015,0,0,0,0,0,0
11,7,28-06-2015,0,0,0,0,0,0
12,7,28-06-2015,0,0,0,0,0,0
13,7,28-06-2015,0,0,0,0,0,0
14,7,28-06-2015,0,0,0,0,0,0
15,7,28-06-2015,0,0,0,0,0,0
16,7,28-06-2015,0,0,0,0,0,0
17,7,28-06-2015,0,0,0,0,0,0
18,7,28-06-2015,0,0,0,0,0,0
19,7,28-06-2015,0,0,0,0,0,0
20,7,28-06-2015,0,0,0,0,0,0
21,7,28-06-2015,0,0,0,0,0,0
22,7,28-06-2015,0,0,0,0,0,0
23,7,28-06-2015,0,0,0,0,0,0
24,7,28-06-2015,0,0,0,0,0,0
25,7,28-06-2015,0,0,0,0,0,0
1,6,27-06-2015,4019,463,1,0,0,0
2,6,27-06-2015,2404,303,1,0,0,0
3,6,27-06-2015,5156,641,1,0,0,0
4,6,27-06-2015,8989,1268,1,0,0,0
5,6,27-06-2015,1876,203,1,0,0,0
6,6,27-06-2015,3078,333,1,0,0,0
7,6,27-06-2015,6519,693,1,0,0,0
8,6,27-06-2015,3611,397,1,0,0,0
9,6,27-06-2015,7069,605,1,0,0,0
10,6,27-06-2015,4595,497,1,0,0,0
11,6,27-06-2015,6001,774,1,0,0,0
12,6,27-06-2015,6546,799,1,0,0,0
13,6,27-06-2015,4801,345,1,0,0,0
14,6,27-06-2015,3498,409,1,0,0,0
15,6,27-06-2015,6275,669,1,0,0,0
16,6,27-06-2015,4545,518,1,0,0,0
17,6,27-06-2015,2466,321,1,0,0,0
18,6,27-06-2015,4598,473,1,0,0,0
19,6,27-06-2015,4732,416,1,0,0,0
20,6,27-06-2015,6576,544,1,0,0,0
21,6,27-06-2015,5766,546,1,0,0,0
22,6,27-06-2015,3159,342,1,0,0,0
23,6,27-06-2015,4190,403,1,0,0,0
24,6,27-06-2015,7989,705,1,0,0,0
25,6,27-06-2015,9082,1228,1,0,0,0
1,5,26-06-2015,3317,420,1,0,0,0
2,5,26-06-2015,3953,476,1,0,0,0
3,5,26-06-2015,6222,698,1,0,0,0
4,5,26-06-2015,7684,1076,1,0,0,0
5,5,26-06-2015,3799,460,1,0,0,0
6,5,26-06-2015,4215,521,1,0,0,0
7,5,26-06-2015,7352,895,1,0,0,0
8,5,26-06-2015,5016,639,1,0,0,0
9,5,26-06-2015,6549,600,1,0,0,0
10,5,26-06-2015,4771,552,1,0,0,0
11,5,26-06-2015,6102,951,1,0,0,0
12,5,26-06-2015,6275,786,1,0,0,0
13,5,26-06-2015,3702,289,1,0,0,0
14,5,26-06-2015,5232,609,1,0,0,0
15,5,26-06-2015,6376,655,1,0,0,0
16,5,26-06-2015,6921,812,1,0,0,0
17,5,26-06-2015,4728,680,1,0,0,0
18,5,26-06-2015,6182,705,1,0,0,0
19,5,26-06-2015,6505,647,1,0,0,0
20,5,26-06-2015,7005,796,1,0,0,0
21,5,26-06-2015,5327,440,1,0,0,0
22,5,26-06-2015,4886,555,1,0,0,0
23,5,26-06-2015,4546,426,1,0,0,0
24,5,26-06-2015,8414,775,1,0,0,0
25,5,26-06-2015,9430,1350,1,0,0,0
1,4,25-06-2015,3533,433,1,0,0,0
2,4,25-06-2015,4022,508,1,0,0,0
3,4,25-06-2015,5763,693,1,0,0,0
4,4,25-06-2015,7111,1046,1,0,0,0
5,4,25-06-2015,3325,472,1,0,0,0
6,4,25-06-2015,3861,497,1,0,0,0
7,4,25-06-2015,6875,819,1,0,0,0
8,4,25-06-2015,5956,771,1,0,0,0
9,4,25-06-2015,6674,620,1,0,0,0
10,4,25-06-2015,5018,537,1,0,0,0
11,4,25-06-2015,6012,946,1,0,0,0
12,4,25-06-2015,6205,780,1,0,0,0
13,4,25-06-2015,5830,274,1,0,0,0
14,4,25-06-2015,5089,587,1,0,0,0
15,4,25-06-2015,4979,564,1,0,0,0
16,4,25-06-2015,6843,786,1,0,0,0
17,4,25-06-2015,4403,673,1,0,0,0
18,4,25-06-2015,6160,684,1,0,0,0
19,4,25-06-2015,5268,585,1,0,0,0
20,4,25-06-2015,8360,1000,1,0,0,0
21,4,25-06-2015,3441,357,1,0,0,0
22,4,25-06-2015,3956,475,1,0,0,0
23,4,25-06-2015,3562,357,1,0,0,0
24,4,25-06-2015,8461,764,1,0,0,0
25,4,25-06-2015,9116,1357,1,0,0,0
1,3,24-06-2015,3346,414,1,0,0,0
2,3,24-06-2015,4805,654,1,0,0,0
3,3,24-06-2015,5448,633,1,0,0,0
4,3,24-06-2015,8048,1094,1,0,0,0
5,3,24-06-2015,4134,561,1,0,0,0
6,3,24-06-2015,3970,478,1,0,0,0
7,3,24-06-2015,6913,788,1,0,0,0
8,3,24-06-2015,5005,625,1,0,0,0
9,3,24-06-2015,6888,620,1,0,0,0
10,3,24-06-2015,4896,550,1,0,0,0
11,3,24-06-2015,5702,919,1,0,0,0
12,3,24-06-2015,5403,763,1,0,0,0
13,3,24-06-2015,3056,239,1,0,0,0
14,3,24-06-2015,5344,619,1,0,0,0
15,3,24-06-2015,5339,560,1,0,0,0
16,3,24-06-2015,6919,840,1,0,0,0
17,3,24-06-2015,4524,689,1,0,0,0
18,3,24-06-2015,6034,677,1,0,0,0
19,3,24-06-2015,6725,648,1,0,0,0
20,3,24-06-2015,8160,886,1,0,0,0
21,3,24-06-2015,3448,352,1,0,0,0
22,3,24-06-2015,4063,487,1,0,0,0
23,3,24-06-2015,4296,391,1,0,0,0
24,3,24-06-2015,9471,837,1,0,0,0
25,3,24-06-2015,9138,1353,1,0,0,0
1,2,23-06-2015,3762,447,1,0,0,0
2,2,23-06-2015,4094,512,1,0,0,0
3,2,23-06-2015,6757,779,1,0,0,0
4,2,23-06-2015,7635,1118,1,0,0,0
5,2,23-06-2015,3697,475,1,0,0,0
6,2,23-06-2015,3829,486,1,0,0,0
7,2,23-06-2015,7861,969,1,0,0,0
8,2,23-06-2015,5501,759,1,0,0,0
9,2,23-06-2015,5714,550,1,0,0,0
10,2,23-06-2015,5244,586,1,0,0,0
11,2,23-06-2015,6003,938,1,0,0,0
12,2,23-06-2015,6046,796,1,0,0,0
13,2,23-06-2015,3681,286,1,0,0,0
14,2,23-06-2015,5346,599,1,0,0,0
15,2,23-06-2015,5143,566,1,0,0,0
16,2,23-06-2015,7392,866,1,0,0,0
17,2,23-06-2015,5203,689,1,0,0,0
18,2,23-06-2015,5755,665,1,0,0,0
19,2,23-06-2015,6162,606,1,0,0,0
20,2,23-06-2015,8512,918,1,0,0,0
21,2,23-06-2015,3981,377,1,0,0,0
22,2,23-06-2015,4132,505,1,0,0,0
23,2,23-06-2015,3913,367,1,0,0,0
24,2,23-06-2015,7483,697,1,0,0,0
25,2,23-06-2015,9788,1439,1,0,0,0
1,1,22-06-2015,3846,489,1,0,0,0
2,1,22-06-2015,4123,491,1,0,0,0
3,1,22-06-2015,5840,638,1,0,0,0
4,1,22-06-2015,9118,1230,1,0,0,0
5,1,22-06-2015,3827,497,1,0,0,0
6,1,22-06-2015,3641,483,1,0,0,0
7,1,22-06-2015,7917,922,1,0,0,0
8,1,22-06-2015,4796,630,1,0,0,0
9,1,22-06-2015,6121,580,1,0,0,0
10,1,22-06-2015,4264,533,1,0,0,0
11,1,22-06-2015,6155,962,1,0,0,0
12,1,22-06-2015,5525,749,1,0,0,0
13,1,22-06-2015,2603,220,1,0,0,0
14,1,22-06-2015,4687,599,1,0,0,0
15,1,22-06-2015,5513,587,1,0,0,0
16,1,22-06-2015,7850,901,1,0,0,0
17,1,22-06-2015,4926,700,1,0,0,0
18,1,22-06-2015,5818,684,1,0,0,0
19,1,22-06-2015,5808,618,1,0,0,0
20,1,22-06-2015,7826,922,1,0,0,0
21,1,22-06-2015,4000,425,1,0,0,0
22,1,22-06-2015,4093,504,1,0,0,0
23,1,22-06-2015,3968,398,1,0,0,0
24,1,22-06-2015,7579,683,1,0,0,0
25,1,22-06-2015,10972,1502,1,0,0,0
1,7,21-06-2015,0,0,0,0,0,0
2,7,21-06-2015,0,0,0,0,0,0
3,7,21-06-2015,0,0,0,0,0,0
4,7,21-06-2015,0,0,0,0,0,0
5,7,21-06-2015,0,0,0,0,0,0
6,7,21-06-2015,0,0,0,0,0,0
7,7,21-06-2015,0,0,0,0,0,0
8,7,21-06-2015,0,0,0,0,0,0
9,7,21-06-2015,0,0,0,0,0,0
10,7,21-06-2015,0,0,0,0,0,0
11,7,21-06-2015,0,0,0,0,0,0
12,7,21-06-2015,0,0,0,0,0,0
13,7,21-06-2015,0,0,0,0,0,0
14,7,21-06-2015,0,0,0,0,0,0
15,7,21-06-2015,0,0,0,0,0,0
16,7,21-06-2015,0,0,0,0,0,0
17,7,21-06-2015,0,0,0,0,0,0
18,7,21-06-2015,0,0,0,0,0,0
19,7,21-06-2015,0,0,0,0,0,0
20,7,21-06-2015,0,0,0,0,0,0
21,7,21-06-2015,0,0,0,0,0,0
22,7,21-06-2015,0,0,0,0,0,0
23,7,21-06-2015,0,0,0,0,0,0
24,7,21-06-2015,0,0,0,0,0,0
25,7,21-06-2015,0,0,0,0,0,0
1,6,20-06-2015,4097,494,1,0,0,0
2,6,20-06-2015,3020,323,1,0,0,0
3,6,20-06-2015,3891,424,1,0,0,0
4,6,20-06-2015,9374,1311,1,0,0,0
5,6,20-06-2015,2088,210,1,0,0,0
6,6,20-06-2015,2793,327,1,0,0,0
7,6,20-06-2015,5572,619,1,0,0,0
8,6,20-06-2015,3611,409,1,0,0,0
9,6,20-06-2015,6179,536,1,0,0,0
10,6,20-06-2015,4736,512,1,0,0,0
11,6,20-06-2015,5293,761,1,0,0,0
12,6,20-06-2015,6602,814,1,0,0,0
13,6,20-06-2015,4391,350,1,0,0,0
14,6,20-06-2015,3472,402,1,0,0,0
15,6,20-06-2015,5405,565,1,0,0,0
16,6,20-06-2015,5696,585,1,0,0,0
17,6,20-06-2015,2480,357,1,0,0,0
18,6,20-06-2015,4671,480,1,0,0,0
19,6,20-06-2015,4801,435,1,0,0,0
20,6,20-06-2015,5199,476,1,0,0,0
21,6,20-06-2015,4665,537,1,0,0,0
22,6,20-06-2015,3603,363,1,0,0,0
23,6,20-06-2015,4426,433,1,0,0,0
24,6,20-06-2015,7714,685,1,0,0,0
25,6,20-06-2015,8067,1168,1,0,0,0
1,5,19-06-2015,4202,487,1,1,0,0
2,5,19-06-2015,4926,544,1,1,0,0
3,5,19-06-2015,8074,797,1,1,0,0
4,5,19-06-2015,9686,1281,1,1,0,0
5,5,19-06-2015,5711,610,1,1,0,0
6,5,19-06-2015,5464,622,1,1,0,0
7,5,19-06-2015,9677,1030,1,1,0,0
8,5,19-06-2015,6773,690,1,1,0,0
9,5,19-06-2015,7849,649,1,1,0,0
10,5,19-06-2015,6191,611,1,1,0,0
11,5,19-06-2015,6592,969,1,1,0,0
12,5,19-06-2015,8836,892,1,1,0,0
13,5,19-06-2015,5546,402,1,1,0,0
14,5,19-06-2015,6239,664,1,1,0,0
15,5,19-06-2015,7851,764,1,1,0,0
16,5,19-06-2015,8580,887,1,1,0,0
17,5,19-06-2015,6820,820,1,1,0,0
18,5,19-06-2015,8270,846,1,1,0,0
19,5,19-06-2015,8508,727,1,1,0,0
20,5,19-06-2015,8505,894,1,1,0,0
21,5,19-06-2015,7499,584,1,1,0,0
22,5,19-06-2015,5765,565,1,1,0,0
23,5,19-06-2015,6435,534,1,1,0,0
24,5,19-06-2015,11395,905,1,1,0,0
25,5,19-06-2015,10679,1470,1,1,0,0
1,4,18-06-2015,4645,498,1,1,0,0
2,4,18-06-2015,5154,594,1,1,0,0
3,4,18-06-2015,7537,743,1,1,0,0
4,4,18-06-2015,8880,1138,1,1,0,0
5,4,18-06-2015,4924,545,1,1,0,0
6,4,18-06-2015,4405,514,1,1,0,0
7,4,18-06-2015,8955,911,1,1,0,0
8,4,18-06-2015,7302,871,1,1,0,0
9,4,18-06-2015,8098,626,1,1,0,0
10,4,18-06-2015,5829,603,1,1,0,0
11,4,18-06-2015,6637,974,1,1,0,0
12,4,18-06-2015,8058,890,1,1,0,0
13,4,18-06-2015,5047,333,1,1,0,0
14,4,18-06-2015,5918,651,1,1,0,0
15,4,18-06-2015,6786,634,1,1,0,0
16,4,18-06-2015,7026,819,1,1,0,0
17,4,18-06-2015,7241,820,1,1,0,0
18,4,18-06-2015,7818,738,1,1,0,0
19,4,18-06-2015,7911,700,1,1,0,0
20,4,18-06-2015,9105,922,1,1,0,0
21,4,18-06-2015,6318,508,1,1,0,0
22,4,18-06-2015,4545,465,1,1,0,0
23,4,18-06-2015,5879,503,1,1,0,0
24,4,18-06-2015,9734,851,1,1,0,0
25,4,18-06-2015,11233,1488,1,1,0,0
1,3,17-06-2015,4000,476,1,1,0,0
2,3,17-06-2015,6924,805,1,1,0,0
3,3,17-06-2015,8524,821,1,1,0,0
4,3,17-06-2015,9685,1254,1,1,0,0
5,3,17-06-2015,5632,651,1,1,0,0
6,3,17-06-2015,5135,586,1,1,0,0
7,3,17-06-2015,9041,935,1,1,0,0
8,3,17-06-2015,7751,768,1,1,0,0
9,3,17-06-2015,8045,632,1,1,0,0
10,3,17-06-2015,6338,622,1,1,0,0
11,3,17-06-2015,8557,1174,1,1,0,0
12,3,17-06-2015,10070,1025,1,1,0,0
13,3,17-06-2015,5885,403,1,1,0,0
14,3,17-06-2015,6108,662,1,1,0,0
15,3,17-06-2015,7026,681,1,1,0,0
16,3,17-06-2015,9922,1036,1,1,0,0
17,3,17-06-2015,7672,860,1,1,0,0
18,3,17-06-2015,8194,842,1,1,0,0
19,3,17-06-2015,9076,753,1,1,0,0
20,3,17-06-2015,9647,1010,1,1,0,0
21,3,17-06-2015,5302,492,1,1,0,0
22,3,17-06-2015,5407,522,1,1,0,0
23,3,17-06-2015,5886,483,1,1,0,0
24,3,17-06-2015,10717,907,1,1,0,0
25,3,17-06-2015,12022,1492,1,1,0,0
1,2,16-06-2015,4852,503,1,1,0,0
2,2,16-06-2015,6243,648,1,1,0,0
3,2,16-06-2015,9780,911,1,1,0,0
4,2,16-06-2015,10671,1352,1,1,0,0
5,2,16-06-2015,6354,671,1,1,0,0
6,2,16-06-2015,5804,642,1,1,0,0
7,2,16-06-2015,11151,1198,1,1,0,0
8,2,16-06-2015,8386,879,1,1,0,0
9,2,16-06-2015,9078,727,1,1,0,0
10,2,16-06-2015,6681,667,1,1,0,0
11,2,16-06-2015,8810,1169,1,1,0,0
12,2,16-06-2015,9626,985,1,1,0,0
13,2,16-06-2015,7159,419,1,1,0,0
14,2,16-06-2015,7071,740,1,1,0,0
15,2,16-06-2015,8600,725,1,1,0,0
16,2,16-06-2015,10333,1001,1,1,0,0
17,2,16-06-2015,8129,954,1,1,0,0
18,2,16-06-2015,8488,809,1,1,0,0
19,2,16-06-2015,8467,729,1,1,0,0
20,2,16-06-2015,10223,1021,1,1,0,0
21,2,16-06-2015,7567,566,1,1,0,0
22,2,16-06-2015,6523,584,1,1,0,0
23,2,16-06-2015,6911,539,1,1,0,0
24,2,16-06-2015,11824,950,1,1,0,0
25,2,16-06-2015,12278,1680,1,1,0,0
1,1,15-06-2015,5518,586,1,1,0,0
2,1,15-06-2015,8106,762,1,1,0,0
3,1,15-06-2015,10818,955,1,1,0,0
4,1,15-06-2015,12398,1473,1,1,0,0
5,1,15-06-2015,7808,747,1,1,0,0
6,1,15-06-2015,7147,729,1,1,0,0
7,1,15-06-2015,13175,1203,1,1,0,0
8,1,15-06-2015,9937,938,1,1,0,0
9,1,15-06-2015,11530,856,1,1,0,0
10,1,15-06-2015,7902,721,1,1,0,0
